datacenter_reference,deployment_id,deployment_guid,receiver_manufacturer,receiver_model,receiver_serial_number,receiver_reference_type,receiver_reference_id
nep,COLR-RKm22.5_57-VR2W-104992-1648,nepCOLRCOLR-RKm22.5_57-VR2W-104992-1648,VEMCO,VR2W,104992,ManmadePlatform,COLR_COLR-RKm22.5_57
nep,COLR-RKm22.5_57-VR2W-104999-1493,nepCOLRCOLR-RKm22.5_57-VR2W-104999-1493,VEMCO,VR2W,104999,ManmadePlatform,COLR_COLR-RKm22.5_57
nep,COLR-RKm22.5_57-VR2W-107780-1844,nepCOLRCOLR-RKm22.5_57-VR2W-107780-1844,VEMCO,VR2W,107780,ManmadePlatform,COLR_COLR-RKm22.5_57
nep,COLR-RKm22.5_58-VR2-4571-1272,nepCOLRCOLR-RKm22.5_58-VR2-4571-1272,VEMCO,VR2,4571,ManmadePlatform,COLR_COLR-RKm22.5_58
nep,COLR-RKm22.5_58-VR2W-100091-1075,nepCOLRCOLR-RKm22.5_58-VR2W-100091-1075,VEMCO,VR2W,100091,ManmadePlatform,COLR_COLR-RKm22.5_58
nep,COLR-RKm22.5_58-VR2W-102771-1494,nepCOLRCOLR-RKm22.5_58-VR2W-102771-1494,VEMCO,VR2W,102771,ManmadePlatform,COLR_COLR-RKm22.5_58
nep,COLR-RKm22.5_58-VR2W-104996-1649,nepCOLRCOLR-RKm22.5_58-VR2W-104996-1649,VEMCO,VR2W,104996,ManmadePlatform,COLR_COLR-RKm22.5_58
nep,COLR-RKm22.5_58-VR2W-107776-1845,nepCOLRCOLR-RKm22.5_58-VR2W-107776-1845,VEMCO,VR2W,107776,ManmadePlatform,COLR_COLR-RKm22.5_58
nep,COLR-RKm22.5_58-VR3A-9771-1573,nepCOLRCOLR-RKm22.5_58-VR3A-9771-1573,VEMCO,VR3A,9771,ManmadePlatform,COLR_COLR-RKm22.5_58
nep,COLR-RKm22.5_59-VR2-4069-1076,nepCOLRCOLR-RKm22.5_59-VR2-4069-1076,VEMCO,VR2,4069,ManmadePlatform,COLR_COLR-RKm22.5_59
nep,COLR-RKm22.5_59-VR2-6861-1273,nepCOLRCOLR-RKm22.5_59-VR2-6861-1273,VEMCO,VR2,6861,ManmadePlatform,COLR_COLR-RKm22.5_59
nep,COLR-RKm22.5_59-VR2W-105000-1495,nepCOLRCOLR-RKm22.5_59-VR2W-105000-1495,VEMCO,VR2W,105000,ManmadePlatform,COLR_COLR-RKm22.5_59
nep,COLR-RKm22.5_59-VR2W-105028-1650,nepCOLRCOLR-RKm22.5_59-VR2W-105028-1650,VEMCO,VR2W,105028,ManmadePlatform,COLR_COLR-RKm22.5_59
nep,COLR-RKm22.5_59-VR2W-107769-1846,nepCOLRCOLR-RKm22.5_59-VR2W-107769-1846,VEMCO,VR2W,107769,ManmadePlatform,COLR_COLR-RKm22.5_59
nep,COLR-RKm22.5_60-VR2-4070-1077,nepCOLRCOLR-RKm22.5_60-VR2-4070-1077,VEMCO,VR2,4070,ManmadePlatform,COLR_COLR-RKm22.5_60
nep,COLR-RKm22.5_60-VR2W-100051-1274,nepCOLRCOLR-RKm22.5_60-VR2W-100051-1274,VEMCO,VR2W,100051,ManmadePlatform,COLR_COLR-RKm22.5_60
nep,COLR-RKm22.5_60-VR2W-104982-1847,nepCOLRCOLR-RKm22.5_60-VR2W-104982-1847,VEMCO,VR2W,104982,ManmadePlatform,COLR_COLR-RKm22.5_60
nep,COLR-RKm22.5_60-VR2W-104998-1651,nepCOLRCOLR-RKm22.5_60-VR2W-104998-1651,VEMCO,VR2W,104998,ManmadePlatform,COLR_COLR-RKm22.5_60
nep,COLR-RKm22.5_61-VR2-6863-1078,nepCOLRCOLR-RKm22.5_61-VR2-6863-1078,VEMCO,VR2,6863,ManmadePlatform,COLR_COLR-RKm22.5_61
nep,COLR-RKm341.2_02-VR3-UWM-5-631,nepCOLRCOLR-RKm341.2_02-VR3-UWM-5-631,VEMCO,VR3-UWM,5,ManmadePlatform,COLR_COLR-RKm341.2_02
nep,COLR-RKm350.8_01-VR3-UWM-43-1275,nepCOLRCOLR-RKm350.8_01-VR3-UWM-43-1275,VEMCO,VR3-UWM,43,ManmadePlatform,COLR_COLR-RKm350.8_01
nep,COLR-RKm350.8_02-VR3-UWM-44-1277,nepCOLRCOLR-RKm350.8_02-VR3-UWM-44-1277,VEMCO,VR3-UWM,44,ManmadePlatform,COLR_COLR-RKm350.8_02
nep,COLR-RKm350.8_03-VR3-UWM-205-1278,nepCOLRCOLR-RKm350.8_03-VR3-UWM-205-1278,VEMCO,VR3-UWM,205,ManmadePlatform,COLR_COLR-RKm350.8_03
nep,COLR-RKm350.8_04-VR3-UWM-206-1279,nepCOLRCOLR-RKm350.8_04-VR3-UWM-206-1279,VEMCO,VR3-UWM,206,ManmadePlatform,COLR_COLR-RKm350.8_04
nep,COLR-RKm497.3_01-VR3-UWM-49-632,nepCOLRCOLR-RKm497.3_01-VR3-UWM-49-632,VEMCO,VR3-UWM,49,ManmadePlatform,COLR_COLR-RKm497.3_01
nep,COLR-RKm497.3_02-VR3-UWM-50-633,nepCOLRCOLR-RKm497.3_02-VR3-UWM-50-633,VEMCO,VR3-UWM,50,ManmadePlatform,COLR_COLR-RKm497.3_02
nep,COLR-RKm497.3_03-VR3-UWM-52-634,nepCOLRCOLR-RKm497.3_03-VR3-UWM-52-634,VEMCO,VR3-UWM,52,ManmadePlatform,COLR_COLR-RKm497.3_03
nep,COLR-RKm497.3_04-VR3-UWM-250-1280,nepCOLRCOLR-RKm497.3_04-VR3-UWM-250-1280,VEMCO,VR3-UWM,250,ManmadePlatform,COLR_COLR-RKm497.3_04
nep,COLR-RKm503.7_01-VR3-UWM-3-645,nepCOLRCOLR-RKm503.7_01-VR3-UWM-3-645,VEMCO,VR3-UWM,3,ManmadePlatform,COLR_COLR-RKm503.7_01
nep,COLR-RKm503.7_02-VR3-UWM-7-646,nepCOLRCOLR-RKm503.7_02-VR3-UWM-7-646,VEMCO,VR3-UWM,7,ManmadePlatform,COLR_COLR-RKm503.7_02
nep,COLR-RKm503.7_03-VR3-UWM-12-647,nepCOLRCOLR-RKm503.7_03-VR3-UWM-12-647,VEMCO,VR3-UWM,12,ManmadePlatform,COLR_COLR-RKm503.7_03
nep,COLR-RKm503.7_04-VR3-UWM-48-648,nepCOLRCOLR-RKm503.7_04-VR3-UWM-48-648,VEMCO,VR3-UWM,48,ManmadePlatform,COLR_COLR-RKm503.7_04
nep,COLR-RKm676_01-VR3-UWM-47-919,nepCOLRCOLR-RKm676_01-VR3-UWM-47-919,VEMCO,VR3-UWM,47,ManmadePlatform,COLR_COLR-RKm676_01
nep,COLR-RKm676_02-VR3-UWM-53-920,nepCOLRCOLR-RKm676_02-VR3-UWM-53-920,VEMCO,VR3-UWM,53,ManmadePlatform,COLR_COLR-RKm676_02
nep,COLR-RKm681_01-VR3-UWM-8-921,nepCOLRCOLR-RKm681_01-VR3-UWM-8-921,VEMCO,VR3-UWM,8,ManmadePlatform,COLR_COLR-RKm681_01
nep,COLR-RKm681_02-VR3-UWM-14-922,nepCOLRCOLR-RKm681_02-VR3-UWM-14-922,VEMCO,VR3-UWM,14,ManmadePlatform,COLR_COLR-RKm681_02
nep,COLR-RKm7.7_01-VR2W-100327-1656,nepCOLRCOLR-RKm7.7_01-VR2W-100327-1656,VEMCO,VR2W,100327,ManmadePlatform,COLR_COLR-RKm7.7_01
nep,COLR-RKm7.7_01-VR2W-107659-1995,nepCOLRCOLR-RKm7.7_01-VR2W-107659-1995,VEMCO,VR2W,107659,ManmadePlatform,COLR_COLR-RKm7.7_01
nep,COLR-RKm7.7_02-VR2W-100325-1579,nepCOLRCOLR-RKm7.7_02-VR2W-100325-1579,VEMCO,VR2W,100325,ManmadePlatform,COLR_COLR-RKm7.7_02
nep,COLR-RKm7.7_02-VR2W-107660-1996,nepCOLRCOLR-RKm7.7_02-VR2W-107660-1996,VEMCO,VR2W,107660,ManmadePlatform,COLR_COLR-RKm7.7_02
nep,COLR-RKm7.7_03-VR2W-100324-1580,nepCOLRCOLR-RKm7.7_03-VR2W-100324-1580,VEMCO,VR2W,100324,ManmadePlatform,COLR_COLR-RKm7.7_03
nep,COLR-RKm7.7_03-VR2W-107661-1997,nepCOLRCOLR-RKm7.7_03-VR2W-107661-1997,VEMCO,VR2W,107661,ManmadePlatform,COLR_COLR-RKm7.7_03
nep,COLR-RKm7.7_04-VR2W-100091-1657,nepCOLRCOLR-RKm7.7_04-VR2W-100091-1657,VEMCO,VR2W,100091,ManmadePlatform,COLR_COLR-RKm7.7_04
nep,COLR-RKm7.7_04-VR2W-107709-1998,nepCOLRCOLR-RKm7.7_04-VR2W-107709-1998,VEMCO,VR2W,107709,ManmadePlatform,COLR_COLR-RKm7.7_04
nep,COLR-RKm7.7_05-VR2W-100061-1587,nepCOLRCOLR-RKm7.7_05-VR2W-100061-1587,VEMCO,VR2W,100061,ManmadePlatform,COLR_COLR-RKm7.7_05
nep,COLR-RKm7.7_05-VR2W-107710-1999,nepCOLRCOLR-RKm7.7_05-VR2W-107710-1999,VEMCO,VR2W,107710,ManmadePlatform,COLR_COLR-RKm7.7_05
nep,COLR-RKm7.7_06-VR2W-100060-1658,nepCOLRCOLR-RKm7.7_06-VR2W-100060-1658,VEMCO,VR2W,100060,ManmadePlatform,COLR_COLR-RKm7.7_06
nep,COLR-RKm7.7_06-VR2W-112644-2000,nepCOLRCOLR-RKm7.7_06-VR2W-112644-2000,VEMCO,VR2W,112644,ManmadePlatform,COLR_COLR-RKm7.7_06
nep,COLR-RKm7.7_07-VR2W-100057-1659,nepCOLRCOLR-RKm7.7_07-VR2W-100057-1659,VEMCO,VR2W,100057,ManmadePlatform,COLR_COLR-RKm7.7_07
nep,COLR-RKm7.7_07-VR2W-112646-2001,nepCOLRCOLR-RKm7.7_07-VR2W-112646-2001,VEMCO,VR2W,112646,ManmadePlatform,COLR_COLR-RKm7.7_07
nep,COLR-RKm7.7_08-VR2W-100059-1660,nepCOLRCOLR-RKm7.7_08-VR2W-100059-1660,VEMCO,VR2W,100059,ManmadePlatform,COLR_COLR-RKm7.7_08
nep,COLR-RKm7.7_08-VR2W-112647-2002,nepCOLRCOLR-RKm7.7_08-VR2W-112647-2002,VEMCO,VR2W,112647,ManmadePlatform,COLR_COLR-RKm7.7_08
nep,COLR-RKm7.7_09-VR2W-112645-2003,nepCOLRCOLR-RKm7.7_09-VR2W-112645-2003,VEMCO,VR2W,112645,ManmadePlatform,COLR_COLR-RKm7.7_09
nep,COLR-RKm86.6_01-VR2W-100042-1655,nepCOLRCOLR-RKm86.6_01-VR2W-100042-1655,VEMCO,VR2W,100042,ManmadePlatform,COLR_COLR-RKm86.6_01
nep,COLR-RKm86.6_02-VR2W-100051-1570,nepCOLRCOLR-RKm86.6_02-VR2W-100051-1570,VEMCO,VR2W,100051,ManmadePlatform,COLR_COLR-RKm86.6_02
nep,COLR-RKm86.6_03-VR2W-100052-1576,nepCOLRCOLR-RKm86.6_03-VR2W-100052-1576,VEMCO,VR2W,100052,ManmadePlatform,COLR_COLR-RKm86.6_03
nep,COLR-RKm87.2_01-VR2W-100053-1577,nepCOLRCOLR-RKm87.2_01-VR2W-100053-1577,VEMCO,VR2W,100053,ManmadePlatform,COLR_COLR-RKm87.2_01
nep,COLR-RKm87.5_01-VR2W-100056-1578,nepCOLRCOLR-RKm87.5_01-VR2W-100056-1578,VEMCO,VR2W,100056,ManmadePlatform,COLR_COLR-RKm87.5_01
nep,COLR-RKm87.5_02-VR2W-104001-1571,nepCOLRCOLR-RKm87.5_02-VR2W-104001-1571,VEMCO,VR2W,104001,ManmadePlatform,COLR_COLR-RKm87.5_02
nep,COLR-RKm8.8_01-VR2W-100329-1575,nepCOLRCOLR-RKm8.8_01-VR2W-100329-1575,VEMCO,VR2W,100329,ManmadePlatform,COLR_COLR-RKm8.8_01
nep,COLR-RKm8.8_01-VR2W-107657-2004,nepCOLRCOLR-RKm8.8_01-VR2W-107657-2004,VEMCO,VR2W,107657,ManmadePlatform,COLR_COLR-RKm8.8_01
nep,COLR-RKm8.8_02-VR2W-100332-1661,nepCOLRCOLR-RKm8.8_02-VR2W-100332-1661,VEMCO,VR2W,100332,ManmadePlatform,COLR_COLR-RKm8.8_02
nep,COLR-RKm8.8_02-VR2W-107658-2005,nepCOLRCOLR-RKm8.8_02-VR2W-107658-2005,VEMCO,VR2W,107658,ManmadePlatform,COLR_COLR-RKm8.8_02
nep,COLR-RKm8.8_03-VR2-6871-1662,nepCOLRCOLR-RKm8.8_03-VR2-6871-1662,VEMCO,VR2,6871,ManmadePlatform,COLR_COLR-RKm8.8_03
nep,COLR-RKm8.8_03-VR2W-112654-2006,nepCOLRCOLR-RKm8.8_03-VR2W-112654-2006,VEMCO,VR2W,112654,ManmadePlatform,COLR_COLR-RKm8.8_03
nep,COLR-RKm8.8_04-VR2W-104903-1663,nepCOLRCOLR-RKm8.8_04-VR2W-104903-1663,VEMCO,VR2W,104903,ManmadePlatform,COLR_COLR-RKm8.8_04
nep,COLR-RKm8.8_04-VR2W-112653-2007,nepCOLRCOLR-RKm8.8_04-VR2W-112653-2007,VEMCO,VR2W,112653,ManmadePlatform,COLR_COLR-RKm8.8_04
nep,COLR-RKm8.8_05-VR2W-104002-1664,nepCOLRCOLR-RKm8.8_05-VR2W-104002-1664,VEMCO,VR2W,104002,ManmadePlatform,COLR_COLR-RKm8.8_05
nep,COLR-RKm8.8_05-VR2W-112652-2008,nepCOLRCOLR-RKm8.8_05-VR2W-112652-2008,VEMCO,VR2W,112652,ManmadePlatform,COLR_COLR-RKm8.8_05
nep,COLR-RKm8.8_06-VR2W-103999-1581,nepCOLRCOLR-RKm8.8_06-VR2W-103999-1581,VEMCO,VR2W,103999,ManmadePlatform,COLR_COLR-RKm8.8_06
nep,COLR-RKm8.8_06-VR2W-112651-2009,nepCOLRCOLR-RKm8.8_06-VR2W-112651-2009,VEMCO,VR2W,112651,ManmadePlatform,COLR_COLR-RKm8.8_06
nep,COLR-RKm8.8_07-VR2W-103994-1582,nepCOLRCOLR-RKm8.8_07-VR2W-103994-1582,VEMCO,VR2W,103994,ManmadePlatform,COLR_COLR-RKm8.8_07
nep,COLR-RKm8.8_07-VR2W-112649-2010,nepCOLRCOLR-RKm8.8_07-VR2W-112649-2010,VEMCO,VR2W,112649,ManmadePlatform,COLR_COLR-RKm8.8_07
nep,COLR-RKm8.8_08-VR2W-100328-1665,nepCOLRCOLR-RKm8.8_08-VR2W-100328-1665,VEMCO,VR2W,100328,ManmadePlatform,COLR_COLR-RKm8.8_08
nep,COLR-RKm8.8_08-VR2W-112650-2011,nepCOLRCOLR-RKm8.8_08-VR2W-112650-2011,VEMCO,VR2W,112650,ManmadePlatform,COLR_COLR-RKm8.8_08
nep,COLR-RKm8.8_09-VR2W-112648-2012,nepCOLRCOLR-RKm8.8_09-VR2W-112648-2012,VEMCO,VR2W,112648,ManmadePlatform,COLR_COLR-RKm8.8_09
nep,COWICHAN001-VR2-1509-649,nepCOWRCOWICHAN001-VR2-1509-649,VEMCO,VR2,1509,ManmadePlatform,COWR_COWICHAN001
nep,COLR-RKm22.5_14-VR2-6859-1031,nepCOLRCOLR-RKm22.5_14-VR2-6859-1031,VEMCO,VR2,6859,ManmadePlatform,COLR_COLR-RKm22.5_14
nep,COLR-RKm497.3_04-VR3-UWM-54-644,nepCOLRCOLR-RKm497.3_04-VR3-UWM-54-644,VEMCO,VR3-UWM,54,ManmadePlatform,COLR_COLR-RKm497.3_04
nep,COLR-RKm223.7_02-VR3-UWM-75-625,nepCOLRCOLR-RKm223.7_02-VR3-UWM-75-625,VEMCO,VR3-UWM,75,ManmadePlatform,COLR_COLR-RKm223.7_02
nep,WILL050-VR3-UWM-80-2181,nepWILLWILL050-VR3-UWM-80-2181,VEMCO,VR3-UWM,80,ManmadePlatform,WILL_WILL050
nep,COLR-RKm225.3_01-VR3-UWM-15-626,nepCOLRCOLR-RKm225.3_01-VR3-UWM-15-626,VEMCO,VR3-UWM,15,ManmadePlatform,COLR_COLR-RKm225.3_01
nep,COLR-RKm339.6_01-VR3-UWM-10-628,nepCOLRCOLR-RKm339.6_01-VR3-UWM-10-628,VEMCO,VR3-UWM,10,ManmadePlatform,COLR_COLR-RKm339.6_01
nep,COLR-RKm339.6_02-VR3-UWM-11-629,nepCOLRCOLR-RKm339.6_02-VR3-UWM-11-629,VEMCO,VR3-UWM,11,ManmadePlatform,COLR_COLR-RKm339.6_02
nep,COLR-RKm223.7_01-VR3-UWM-15-1079-F,nepCOLRCOLR-RKm223.7_01-VR3-UWM-15-1079-F,VEMCO,VR3-UWM,15,ManmadePlatform,COLR_COLR-RKm223.7_01
nep,COLR-RKm223.7_02-VR3-UWM-75-625-F,nepCOLRCOLR-RKm223.7_02-VR3-UWM-75-625-F,VEMCO,VR3-UWM,75,ManmadePlatform,COLR_COLR-RKm223.7_02
nep,COLR-RKm225.3_01-VR3-UWM-15-626-F,nepCOLRCOLR-RKm225.3_01-VR3-UWM-15-626-F,VEMCO,VR3-UWM,15,ManmadePlatform,COLR_COLR-RKm225.3_01
nep,COLR-RKm225.3_01-VR3-UWM-215-1080-F,nepCOLRCOLR-RKm225.3_01-VR3-UWM-215-1080-F,VEMCO,VR3-UWM,215,ManmadePlatform,COLR_COLR-RKm225.3_01
nep,COLR-RKm339.6_01-VR3-UWM-10-628-F,nepCOLRCOLR-RKm339.6_01-VR3-UWM-10-628-F,VEMCO,VR3-UWM,10,ManmadePlatform,COLR_COLR-RKm339.6_01
nep,COLR-RKm339.6_02-VR3-UWM-11-1081-F,nepCOLRCOLR-RKm339.6_02-VR3-UWM-11-1081-F,VEMCO,VR3-UWM,11,ManmadePlatform,COLR_COLR-RKm339.6_02
nep,COLR-RKm339.6_02-VR3-UWM-11-629-F,nepCOLRCOLR-RKm339.6_02-VR3-UWM-11-629-F,VEMCO,VR3-UWM,11,ManmadePlatform,COLR_COLR-RKm339.6_02
nep,COLR-RKm341.2_01-VR3-UWM-4-630-F,nepCOLRCOLR-RKm341.2_01-VR3-UWM-4-630-F,VEMCO,VR3-UWM,4,ManmadePlatform,COLR_COLR-RKm341.2_01
nep,COLR-RKm497.3_04-VR3-UWM-54-644-F,nepCOLRCOLR-RKm497.3_04-VR3-UWM-54-644-F,VEMCO,VR3-UWM,54,ManmadePlatform,COLR_COLR-RKm497.3_04
nep,COQUITLAM001-VR2-1798-561,nepCOQTCOQUITLAM001-VR2-1798-561,VEMCO,VR2,1798,ManmadePlatform,COQT_COQUITLAM001
nep,COQUITLAM002-VR2-1799-563,nepCOQTCOQUITLAM002-VR2-1799-563,VEMCO,VR2,1799,ManmadePlatform,COQT_COQUITLAM002
nep,COQUITLAM003-VR2-1797-564,nepCOQTCOQUITLAM003-VR2-1797-564,VEMCO,VR2,1797,ManmadePlatform,COQT_COQUITLAM003
nep,COQUITLAM004-VR2-1801-565,nepCOQTCOQUITLAM004-VR2-1801-565,VEMCO,VR2,1801,ManmadePlatform,COQT_COQUITLAM004
nep,COQUITLAM005-VR2-1802-566,nepCOQTCOQUITLAM005-VR2-1802-566,VEMCO,VR2,1802,ManmadePlatform,COQT_COQUITLAM005
nep,COQUITLAM006-VR2-1823-567,nepCOQTCOQUITLAM006-VR2-1823-567,VEMCO,VR2,1823,ManmadePlatform,COQT_COQUITLAM006
nep,COQUITLAM007-VR2-1824-568,nepCOQTCOQUITLAM007-VR2-1824-568,VEMCO,VR2,1824,ManmadePlatform,COQT_COQUITLAM007
nep,COQUITLAM008-VR2-1828-569,nepCOQTCOQUITLAM008-VR2-1828-569,VEMCO,VR2,1828,ManmadePlatform,COQT_COQUITLAM008
nep,COQUITLAM009-VR2-1825-570,nepCOQTCOQUITLAM009-VR2-1825-570,VEMCO,VR2,1825,ManmadePlatform,COQT_COQUITLAM009
nep,COQUITLAM010-VR2-1827-571,nepCOQTCOQUITLAM010-VR2-1827-571,VEMCO,VR2,1827,ManmadePlatform,COQT_COQUITLAM010
nep,COQUITLAM011-VR2-1503-572,nepCOQTCOQUITLAM011-VR2-1503-572,VEMCO,VR2,1503,ManmadePlatform,COQT_COQUITLAM011
nep,COQUITLAM001-VR2-1627-562,nepCOQTCOQUITLAM001-VR2-1627-562,VEMCO,VR2,1627,ManmadePlatform,COQT_COQUITLAM001
nep,COWICHAN002-VR2-1503-650,nepCOWRCOWICHAN002-VR2-1503-650,VEMCO,VR2,1503,ManmadePlatform,COWR_COWICHAN002
nep,CAP_ELIZ001-VR2-4902-415,nepCPELIZCAP_ELIZ001-VR2-4902-415,VEMCO,VR2,4902,ManmadePlatform,CPELIZ_CAP_ELIZ001
nep,CAP_ELIZ001-VR2-4173-185,nepCPELIZCAP_ELIZ001-VR2-4173-185,VEMCO,VR2,4173,ManmadePlatform,CPELIZ_CAP_ELIZ001
nep,CAP_ELIZ001-VR2-4173-197,nepCPELIZCAP_ELIZ001-VR2-4173-197,VEMCO,VR2,4173,ManmadePlatform,CPELIZ_CAP_ELIZ001
nep,CAP_ELIZ002-VR2-4174-186,nepCPELIZCAP_ELIZ002-VR2-4174-186,VEMCO,VR2,4174,ManmadePlatform,CPELIZ_CAP_ELIZ002
nep,CAP_ELIZ002-VR2-4192-198,nepCPELIZCAP_ELIZ002-VR2-4192-198,VEMCO,VR2,4192,ManmadePlatform,CPELIZ_CAP_ELIZ002
nep,CAP_ELIZ002-VR2-4903-416,nepCPELIZCAP_ELIZ002-VR2-4903-416,VEMCO,VR2,4903,ManmadePlatform,CPELIZ_CAP_ELIZ002
nep,CAP_ELIZ003-VR2-4175-187,nepCPELIZCAP_ELIZ003-VR2-4175-187,VEMCO,VR2,4175,ManmadePlatform,CPELIZ_CAP_ELIZ003
nep,CAP_ELIZ003-VR2-4175-199,nepCPELIZCAP_ELIZ003-VR2-4175-199,VEMCO,VR2,4175,ManmadePlatform,CPELIZ_CAP_ELIZ003
nep,CAP_ELIZ003-VR2-4904-417,nepCPELIZCAP_ELIZ003-VR2-4904-417,VEMCO,VR2,4904,ManmadePlatform,CPELIZ_CAP_ELIZ003
nep,CAP_ELIZ003-VR2-4905-427,nepCPELIZCAP_ELIZ003-VR2-4905-427,VEMCO,VR2,4905,ManmadePlatform,CPELIZ_CAP_ELIZ003
nep,CAP_ELIZ004-VR2-4176-188,nepCPELIZCAP_ELIZ004-VR2-4176-188,VEMCO,VR2,4176,ManmadePlatform,CPELIZ_CAP_ELIZ004
nep,CAP_ELIZ004-VR2-4193-200,nepCPELIZCAP_ELIZ004-VR2-4193-200,VEMCO,VR2,4193,ManmadePlatform,CPELIZ_CAP_ELIZ004
nep,CAP_ELIZ004-VR2-4905-418,nepCPELIZCAP_ELIZ004-VR2-4905-418,VEMCO,VR2,4905,ManmadePlatform,CPELIZ_CAP_ELIZ004
nep,CAP_ELIZ004-VR2-4906-428,nepCPELIZCAP_ELIZ004-VR2-4906-428,VEMCO,VR2,4906,ManmadePlatform,CPELIZ_CAP_ELIZ004
nep,CAP_ELIZ005-VR2-4177-189,nepCPELIZCAP_ELIZ005-VR2-4177-189,VEMCO,VR2,4177,ManmadePlatform,CPELIZ_CAP_ELIZ005
nep,CAP_ELIZ005-VR2-4177-201,nepCPELIZCAP_ELIZ005-VR2-4177-201,VEMCO,VR2,4177,ManmadePlatform,CPELIZ_CAP_ELIZ005
nep,CAP_ELIZ005-VR2-4906-419,nepCPELIZCAP_ELIZ005-VR2-4906-419,VEMCO,VR2,4906,ManmadePlatform,CPELIZ_CAP_ELIZ005
nep,CAP_ELIZ005-VR2-4907-429,nepCPELIZCAP_ELIZ005-VR2-4907-429,VEMCO,VR2,4907,ManmadePlatform,CPELIZ_CAP_ELIZ005
nep,CAP_ELIZ006-VR2-4178-190,nepCPELIZCAP_ELIZ006-VR2-4178-190,VEMCO,VR2,4178,ManmadePlatform,CPELIZ_CAP_ELIZ006
nep,CAP_ELIZ006-VR2-4178-202,nepCPELIZCAP_ELIZ006-VR2-4178-202,VEMCO,VR2,4178,ManmadePlatform,CPELIZ_CAP_ELIZ006
nep,CAP_ELIZ006-VR2-4907-420,nepCPELIZCAP_ELIZ006-VR2-4907-420,VEMCO,VR2,4907,ManmadePlatform,CPELIZ_CAP_ELIZ006
nep,CAP_ELIZ006-VR2-4909-430,nepCPELIZCAP_ELIZ006-VR2-4909-430,VEMCO,VR2,4909,ManmadePlatform,CPELIZ_CAP_ELIZ006
nep,CAP_ELIZ007-VR2-4179-191,nepCPELIZCAP_ELIZ007-VR2-4179-191,VEMCO,VR2,4179,ManmadePlatform,CPELIZ_CAP_ELIZ007
nep,CAP_ELIZ007-VR2-4179-203,nepCPELIZCAP_ELIZ007-VR2-4179-203,VEMCO,VR2,4179,ManmadePlatform,CPELIZ_CAP_ELIZ007
nep,CAP_ELIZ007-VR2-4908-421,nepCPELIZCAP_ELIZ007-VR2-4908-421,VEMCO,VR2,4908,ManmadePlatform,CPELIZ_CAP_ELIZ007
nep,CAP_ELIZ007-VR2-4912-431,nepCPELIZCAP_ELIZ007-VR2-4912-431,VEMCO,VR2,4912,ManmadePlatform,CPELIZ_CAP_ELIZ007
nep,CAP_ELIZ008-VR2-4180-192,nepCPELIZCAP_ELIZ008-VR2-4180-192,VEMCO,VR2,4180,ManmadePlatform,CPELIZ_CAP_ELIZ008
nep,CAP_ELIZ008-VR2-4180-204,nepCPELIZCAP_ELIZ008-VR2-4180-204,VEMCO,VR2,4180,ManmadePlatform,CPELIZ_CAP_ELIZ008
nep,CAP_ELIZ008-VR2-4573-432,nepCPELIZCAP_ELIZ008-VR2-4573-432,VEMCO,VR2,4573,ManmadePlatform,CPELIZ_CAP_ELIZ008
nep,CAP_ELIZ008-VR2-4909-422,nepCPELIZCAP_ELIZ008-VR2-4909-422,VEMCO,VR2,4909,ManmadePlatform,CPELIZ_CAP_ELIZ008
nep,CAP_ELIZ009-VR2-4181-193,nepCPELIZCAP_ELIZ009-VR2-4181-193,VEMCO,VR2,4181,ManmadePlatform,CPELIZ_CAP_ELIZ009
nep,CAP_ELIZ009-VR2-4181-205,nepCPELIZCAP_ELIZ009-VR2-4181-205,VEMCO,VR2,4181,ManmadePlatform,CPELIZ_CAP_ELIZ009
nep,CAP_ELIZ009-VR2-4910-423,nepCPELIZCAP_ELIZ009-VR2-4910-423,VEMCO,VR2,4910,ManmadePlatform,CPELIZ_CAP_ELIZ009
nep,CAP_ELIZ010-VR2-4182-194,nepCPELIZCAP_ELIZ010-VR2-4182-194,VEMCO,VR2,4182,ManmadePlatform,CPELIZ_CAP_ELIZ010
nep,CAP_ELIZ010-VR2-4182-206,nepCPELIZCAP_ELIZ010-VR2-4182-206,VEMCO,VR2,4182,ManmadePlatform,CPELIZ_CAP_ELIZ010
nep,CAP_ELIZ010-VR2-4911-424,nepCPELIZCAP_ELIZ010-VR2-4911-424,VEMCO,VR2,4911,ManmadePlatform,CPELIZ_CAP_ELIZ010
nep,CAP_ELIZ011-VR2-4183-195,nepCPELIZCAP_ELIZ011-VR2-4183-195,VEMCO,VR2,4183,ManmadePlatform,CPELIZ_CAP_ELIZ011
nep,CAP_ELIZ011-VR2-4183-207,nepCPELIZCAP_ELIZ011-VR2-4183-207,VEMCO,VR2,4183,ManmadePlatform,CPELIZ_CAP_ELIZ011
nep,CAP_ELIZ011-VR2-4912-425,nepCPELIZCAP_ELIZ011-VR2-4912-425,VEMCO,VR2,4912,ManmadePlatform,CPELIZ_CAP_ELIZ011
nep,CAP_ELIZ012-VR2-4184-196,nepCPELIZCAP_ELIZ012-VR2-4184-196,VEMCO,VR2,4184,ManmadePlatform,CPELIZ_CAP_ELIZ012
